#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
004.jpg,363866,"{}",14,13,"{""name"":""rect"",""x"":42,""y"":898,""width"":88,""height"":141}","{}"
005.jpg,537845,"{}",13,0,"{""name"":""rect"",""x"":132,""y"":43,""width"":65,""height"":81}","{}"
005.jpg,537845,"{}",13,1,"{""name"":""rect"",""x"":538,""y"":67,""width"":31,""height"":32}","{}"
005.jpg,537845,"{}",13,2,"{""name"":""rect"",""x"":29,""y"":743,""width"":75,""height"":36}","{}"
005.jpg,537845,"{}",13,3,"{""name"":""rect"",""x"":240,""y"":571,""width"":79,""height"":55}","{}"
005.jpg,537845,"{}",13,4,"{""name"":""rect"",""x"":352,""y"":577,""width"":81,""height"":62}","{}"
005.jpg,537845,"{}",13,5,"{""name"":""rect"",""x"":651,""y"":573,""width"":88,""height"":67}","{}"
005.jpg,537845,"{}",13,6,"{""name"":""rect"",""x"":44,""y"":853,""width"":107,""height"":109}","{}"
005.jpg,537845,"{}",13,7,"{""name"":""rect"",""x"":191,""y"":873,""width"":90,""height"":103}","{}"
005.jpg,537845,"{}",13,8,"{""name"":""rect"",""x"":191,""y"":1032,""width"":107,""height"":80}","{}"
005.jpg,537845,"{}",13,9,"{""name"":""rect"",""x"":306,""y"":854,""width"":50,""height"":72}","{}"
005.jpg,537845,"{}",13,10,"{""name"":""rect"",""x"":367,""y"":855,""width"":48,""height"":36}","{}"
005.jpg,537845,"{}",13,11,"{""name"":""rect"",""x"":431,""y"":863,""width"":105,""height"":86}","{}"
005.jpg,537845,"{}",13,12,"{""name"":""rect"",""x"":573,""y"":1055,""width"":90,""height"":72}","{}"
006.jpg,144001,"{}",12,0,"{""name"":""rect"",""x"":9,""y"":108,""width"":81,""height"":89}","{}"
006.jpg,144001,"{}",12,1,"{""name"":""rect"",""x"":358,""y"":121,""width"":94,""height"":66}","{}"
006.jpg,144001,"{}",12,2,"{""name"":""rect"",""x"":304,""y"":301,""width"":155,""height"":19}","{}"
006.jpg,144001,"{}",12,3,"{""name"":""rect"",""x"":11,""y"":359,""width"":82,""height"":57}","{}"
006.jpg,144001,"{}",12,4,"{""name"":""rect"",""x"":116,""y"":362,""width"":59,""height"":27}","{}"
006.jpg,144001,"{}",12,5,"{""name"":""rect"",""x"":208,""y"":348,""width"":80,""height"":57}","{}"
006.jpg,144001,"{}",12,6,"{""name"":""rect"",""x"":207,""y"":453,""width"":69,""height"":59}","{}"
006.jpg,144001,"{}",12,7,"{""name"":""rect"",""x"":367,""y"":347,""width"":89,""height"":59}","{}"
006.jpg,144001,"{}",12,8,"{""name"":""rect"",""x"":8,""y"":584,""width"":52,""height"":38}","{}"
006.jpg,144001,"{}",12,9,"{""name"":""rect"",""x"":161,""y"":573,""width"":104,""height"":48}","{}"
006.jpg,144001,"{}",12,10,"{""name"":""rect"",""x"":289,""y"":576,""width"":69,""height"":46}","{}"
006.jpg,144001,"{}",12,11,"{""name"":""rect"",""x"":374,""y"":571,""width"":77,""height"":59}","{}"
007.jpg,548571,"{}",8,0,"{""name"":""rect"",""x"":53,""y"":89,""width"":77,""height"":76}","{}"
007.jpg,548571,"{}",8,1,"{""name"":""rect"",""x"":313,""y"":65,""width"":78,""height"":68}","{}"
007.jpg,548571,"{}",8,2,"{""name"":""rect"",""x"":626,""y"":90,""width"":95,""height"":77}","{}"
007.jpg,548571,"{}",8,3,"{""name"":""rect"",""x"":76,""y"":454,""width"":142,""height"":77}","{}"
007.jpg,548571,"{}",8,4,"{""name"":""rect"",""x"":617,""y"":406,""width"":105,""height"":66}","{}"
007.jpg,548571,"{}",8,5,"{""name"":""rect"",""x"":613,""y"":569,""width"":126,""height"":111}","{}"
007.jpg,548571,"{}",8,6,"{""name"":""rect"",""x"":623,""y"":812,""width"":105,""height"":69}","{}"
007.jpg,548571,"{}",8,7,"{""name"":""rect"",""x"":62,""y"":895,""width"":139,""height"":90}","{}"
008.jpg,434106,"{}",15,0,"{""name"":""rect"",""x"":27,""y"":72,""width"":119,""height"":129}","{}"
008.jpg,434106,"{}",15,1,"{""name"":""rect"",""x"":210,""y"":49,""width"":72,""height"":47}","{}"
008.jpg,434106,"{}",15,2,"{""name"":""rect"",""x"":299,""y"":39,""width"":58,""height"":60}","{}"
008.jpg,434106,"{}",15,3,"{""name"":""rect"",""x"":379,""y"":35,""width"":78,""height"":58}","{}"
008.jpg,434106,"{}",15,4,"{""name"":""rect"",""x"":478,""y"":33,""width"":74,""height"":52}","{}"
008.jpg,434106,"{}",15,5,"{""name"":""rect"",""x"":613,""y"":58,""width"":117,""height"":115}","{}"
008.jpg,434106,"{}",15,6,"{""name"":""rect"",""x"":639,""y"":334,""width"":83,""height"":55}","{}"
008.jpg,434106,"{}",15,7,"{""name"":""rect"",""x"":276,""y"":328,""width"":80,""height"":81}","{}"
008.jpg,434106,"{}",15,8,"{""name"":""rect"",""x"":280,""y"":470,""width"":95,""height"":79}","{}"
008.jpg,434106,"{}",15,9,"{""name"":""rect"",""x"":50,""y"":300,""width"":170,""height"":81}","{}"
008.jpg,434106,"{}",15,10,"{""name"":""rect"",""x"":50,""y"":525,""width"":176,""height"":30}","{}"
008.jpg,434106,"{}",15,11,"{""name"":""rect"",""x"":33,""y"":659,""width"":134,""height"":75}","{}"
008.jpg,434106,"{}",15,12,"{""name"":""rect"",""x"":372,""y"":642,""width"":128,""height"":108}","{}"
008.jpg,434106,"{}",15,13,"{""name"":""rect"",""x"":545,""y"":635,""width"":173,""height"":96}","{}"
008.jpg,434106,"{}",15,14,"{""name"":""rect"",""x"":536,""y"":981,""width"":186,""height"":74}","{}"
009.jpg,510116,"{}",6,0,"{""name"":""rect"",""x"":29,""y"":107,""width"":107,""height"":107}","{}"
009.jpg,510116,"{}",6,1,"{""name"":""rect"",""x"":584,""y"":168,""width"":110,""height"":117}","{}"
009.jpg,510116,"{}",6,2,"{""name"":""rect"",""x"":64,""y"":724,""width"":50,""height"":28}","{}"
009.jpg,510116,"{}",6,3,"{""name"":""rect"",""x"":462,""y"":690,""width"":122,""height"":94}","{}"
009.jpg,510116,"{}",6,4,"{""name"":""rect"",""x"":618,""y"":696,""width"":82,""height"":84}","{}"
009.jpg,510116,"{}",6,5,"{""name"":""rect"",""x"":499,""y"":1058,""width"":168,""height"":74}","{}"
010.jpg,448493,"{}",12,0,"{""name"":""rect"",""x"":110,""y"":180,""width"":70,""height"":65}","{}"
010.jpg,448493,"{}",12,1,"{""name"":""rect"",""x"":521,""y"":159,""width"":54,""height"":52}","{}"
010.jpg,448493,"{}",12,2,"{""name"":""rect"",""x"":54,""y"":585,""width"":60,""height"":57}","{}"
010.jpg,448493,"{}",12,3,"{""name"":""rect"",""x"":61,""y"":464,""width"":52,""height"":34}","{}"
010.jpg,448493,"{}",12,4,"{""name"":""rect"",""x"":101,""y"":385,""width"":49,""height"":36}","{}"
010.jpg,448493,"{}",12,5,"{""name"":""rect"",""x"":310,""y"":379,""width"":81,""height"":93}","{}"
010.jpg,448493,"{}",12,6,"{""name"":""rect"",""x"":430,""y"":370,""width"":68,""height"":76}","{}"
010.jpg,448493,"{}",12,7,"{""name"":""rect"",""x"":556,""y"":377,""width"":56,""height"":42}","{}"
010.jpg,448493,"{}",12,8,"{""name"":""rect"",""x"":440,""y"":585,""width"":52,""height"":50}","{}"
010.jpg,448493,"{}",12,9,"{""name"":""rect"",""x"":114,""y"":765,""width"":72,""height"":45}","{}"
010.jpg,448493,"{}",12,10,"{""name"":""rect"",""x"":443,""y"":747,""width"":88,""height"":88}","{}"
010.jpg,448493,"{}",12,11,"{""name"":""rect"",""x"":589,""y"":714,""width"":52,""height"":13}","{}"
011.jpg,515990,"{}",18,0,"{""name"":""rect"",""x"":64,""y"":84,""width"":125,""height"":111}","{}"
011.jpg,515990,"{}",18,1,"{""name"":""rect"",""x"":45,""y"":305,""width"":40,""height"":68}","{}"
011.jpg,515990,"{}",18,2,"{""name"":""rect"",""x"":103,""y"":290,""width"":88,""height"":36}","{}"
011.jpg,515990,"{}",18,3,"{""name"":""rect"",""x"":590,""y"":99,""width"":107,""height"":84}","{}"
011.jpg,515990,"{}",18,4,"{""name"":""rect"",""x"":625,""y"":280,""width"":66,""height"":62}","{}"
011.jpg,515990,"{}",18,5,"{""name"":""rect"",""x"":54,""y"":450,""width"":143,""height"":94}","{}"
011.jpg,515990,"{}",18,6,"{""name"":""rect"",""x"":54,""y"":614,""width"":101,""height"":111}","{}"
011.jpg,515990,"{}",18,7,"{""name"":""rect"",""x"":247,""y"":458,""width"":107,""height"":68}","{}"
011.jpg,515990,"{}",18,8,"{""name"":""rect"",""x"":401,""y"":458,""width"":101,""height"":52}","{}"
011.jpg,515990,"{}",18,9,"{""name"":""rect"",""x"":544,""y"":447,""width"":101,""height"":89}","{}"
011.jpg,515990,"{}",18,10,"{""name"":""rect"",""x"":580,""y"":658,""width"":66,""height"":73}","{}"
011.jpg,515990,"{}",18,11,"{""name"":""rect"",""x"":671,""y"":455,""width"":77,""height"":68}","{}"
011.jpg,515990,"{}",18,12,"{""name"":""rect"",""x"":74,""y"":798,""width"":82,""height"":45}","{}"
011.jpg,515990,"{}",18,13,"{""name"":""rect"",""x"":194,""y"":810,""width"":52,""height"":29}","{}"
011.jpg,515990,"{}",18,14,"{""name"":""rect"",""x"":290,""y"":812,""width"":123,""height"":60}","{}"
011.jpg,515990,"{}",18,15,"{""name"":""rect"",""x"":464,""y"":810,""width"":78,""height"":82}","{}"
011.jpg,515990,"{}",18,16,"{""name"":""rect"",""x"":568,""y"":818,""width"":60,""height"":31}","{}"
011.jpg,515990,"{}",18,17,"{""name"":""rect"",""x"":642,""y"":797,""width"":93,""height"":89}","{}"
012.jpg,322876,"{}",2,0,"{""name"":""rect"",""x"":223,""y"":93,""width"":298,""height"":88}","{}"
012.jpg,322876,"{}",2,1,"{""name"":""rect"",""x"":232,""y"":223,""width"":296,""height"":73}","{}"
013.jpg,532409,"{}",8,0,"{""name"":""rect"",""x"":272,""y"":66,""width"":98,""height"":95}","{}"
013.jpg,532409,"{}",8,1,"{""name"":""rect"",""x"":84,""y"":259,""width"":34,""height"":33}","{}"
013.jpg,532409,"{}",8,2,"{""name"":""rect"",""x"":646,""y"":95,""width"":61,""height"":99}","{}"
013.jpg,532409,"{}",8,3,"{""name"":""rect"",""x"":127,""y"":410,""width"":89,""height"":58}","{}"
013.jpg,532409,"{}",8,4,"{""name"":""rect"",""x"":576,""y"":383,""width"":54,""height"":48}","{}"
013.jpg,532409,"{}",8,5,"{""name"":""rect"",""x"":40,""y"":722,""width"":70,""height"":72}","{}"
013.jpg,532409,"{}",8,6,"{""name"":""rect"",""x"":292,""y"":731,""width"":82,""height"":49}","{}"
013.jpg,532409,"{}",8,7,"{""name"":""rect"",""x"":603,""y"":801,""width"":103,""height"":62}","{}"
014.jpg,485283,"{}",10,0,"{""name"":""rect"",""x"":36,""y"":163,""width"":101,""height"":129}","{}"
014.jpg,485283,"{}",10,1,"{""name"":""rect"",""x"":610,""y"":158,""width"":105,""height"":129}","{}"
014.jpg,485283,"{}",10,2,"{""name"":""rect"",""x"":294,""y"":415,""width"":45,""height"":78}","{}"
014.jpg,485283,"{}",10,3,"{""name"":""rect"",""x"":484,""y"":420,""width"":42,""height"":60}","{}"
014.jpg,485283,"{}",10,4,"{""name"":""rect"",""x"":639,""y"":422,""width"":44,""height"":52}","{}"
014.jpg,485283,"{}",10,5,"{""name"":""rect"",""x"":58,""y"":783,""width"":38,""height"":41}","{}"
014.jpg,485283,"{}",10,6,"{""name"":""rect"",""x"":192,""y"":822,""width"":81,""height"":68}","{}"
014.jpg,485283,"{}",10,7,"{""name"":""rect"",""x"":309,""y"":855,""width"":28,""height"":27}","{}"
014.jpg,485283,"{}",10,8,"{""name"":""rect"",""x"":455,""y"":792,""width"":68,""height"":66}","{}"
014.jpg,485283,"{}",10,9,"{""name"":""rect"",""x"":629,""y"":789,""width"":73,""height"":50}","{}"
015.jpg,477608,"{}",9,0,"{""name"":""rect"",""x"":29,""y"":70,""width"":103,""height"":68}","{}"
015.jpg,477608,"{}",9,1,"{""name"":""rect"",""x"":176,""y"":69,""width"":95,""height"":103}","{}"
015.jpg,477608,"{}",9,2,"{""name"":""rect"",""x"":503,""y"":80,""width"":97,""height"":86}","{}"
015.jpg,477608,"{}",9,3,"{""name"":""rect"",""x"":645,""y"":58,""width"":42,""height"":72}","{}"
015.jpg,477608,"{}",9,4,"{""name"":""rect"",""x"":68,""y"":386,""width"":81,""height"":72}","{}"
015.jpg,477608,"{}",9,5,"{""name"":""rect"",""x"":164,""y"":390,""width"":93,""height"":61}","{}"
015.jpg,477608,"{}",9,6,"{""name"":""rect"",""x"":72,""y"":645,""width"":38,""height"":40}","{}"
015.jpg,477608,"{}",9,7,"{""name"":""rect"",""x"":641,""y"":428,""width"":60,""height"":45}","{}"
015.jpg,477608,"{}",9,8,"{""name"":""rect"",""x"":605,""y"":1005,""width"":99,""height"":72}","{}"
016.jpg,437574,"{}",15,0,"{""name"":""rect"",""x"":143,""y"":126,""width"":48,""height"":82}","{}"
016.jpg,437574,"{}",15,1,"{""name"":""rect"",""x"":72,""y"":272,""width"":92,""height"":89}","{}"
016.jpg,437574,"{}",15,2,"{""name"":""rect"",""x"":605,""y"":161,""width"":114,""height"":122}","{}"
016.jpg,437574,"{}",15,3,"{""name"":""rect"",""x"":97,""y"":552,""width"":125,""height"":78}","{}"
016.jpg,437574,"{}",15,4,"{""name"":""rect"",""x"":264,""y"":539,""width"":130,""height"":78}","{}"
016.jpg,437574,"{}",15,5,"{""name"":""rect"",""x"":443,""y"":529,""width"":119,""height"":97}","{}"
016.jpg,437574,"{}",15,6,"{""name"":""rect"",""x"":613,""y"":519,""width"":81,""height"":93}","{}"
016.jpg,437574,"{}",15,7,"{""name"":""rect"",""x"":638,""y"":769,""width"":41,""height"":64}","{}"
016.jpg,437574,"{}",15,8,"{""name"":""rect"",""x"":436,""y"":765,""width"":125,""height"":56}","{}"
016.jpg,437574,"{}",15,9,"{""name"":""rect"",""x"":329,""y"":939,""width"":103,""height"":50}","{}"
016.jpg,437574,"{}",15,10,"{""name"":""rect"",""x"":54,""y"":980,""width"":37,""height"":44}","{}"
016.jpg,437574,"{}",15,11,"{""name"":""rect"",""x"":540,""y"":907,""width"":60,""height"":64}","{}"
016.jpg,437574,"{}",15,12,"{""name"":""rect"",""x"":617,""y"":915,""width"":54,""height"":34}","{}"
016.jpg,437574,"{}",15,13,"{""name"":""rect"",""x"":702,""y"":910,""width"":42,""height"":36}","{}"
016.jpg,437574,"{}",15,14,"{""name"":""rect"",""x"":476,""y"":897,""width"":36,""height"":65}","{}"
017.jpg,581256,"{}",21,0,"{""name"":""rect"",""x"":726,""y"":761,""width"":93,""height"":55}","{}"
017.jpg,581256,"{}",21,1,"{""name"":""rect"",""x"":383,""y"":1058,""width"":117,""height"":31}","{}"
017.jpg,581256,"{}",21,2,"{""name"":""rect"",""x"":223,""y"":1139,""width"":100,""height"":89}","{}"
017.jpg,581256,"{}",21,3,"{""name"":""rect"",""x"":6,""y"":822,""width"":131,""height"":93}","{}"
017.jpg,581256,"{}",21,4,"{""name"":""rect"",""x"":150,""y"":797,""width"":107,""height"":58}","{}"
017.jpg,581256,"{}",21,5,"{""name"":""rect"",""x"":274,""y"":787,""width"":92,""height"":71}","{}"
017.jpg,581256,"{}",21,6,"{""name"":""rect"",""x"":403,""y"":771,""width"":88,""height"":58}","{}"
017.jpg,581256,"{}",21,7,"{""name"":""rect"",""x"":704,""y"":391,""width"":112,""height"":102}","{}"
017.jpg,581256,"{}",21,8,"{""name"":""rect"",""x"":554,""y"":408,""width"":129,""height"":86}","{}"
017.jpg,581256,"{}",21,9,"{""name"":""rect"",""x"":377,""y"":386,""width"":129,""height"":117}","{}"
017.jpg,581256,"{}",21,10,"{""name"":""rect"",""x"":274,""y"":405,""width"":45,""height"":38}","{}"
017.jpg,581256,"{}",21,11,"{""name"":""rect"",""x"":266,""y"":490,""width"":71,""height"":103}","{}"
017.jpg,581256,"{}",21,12,"{""name"":""rect"",""x"":243,""y"":627,""width"":90,""height"":66}","{}"
017.jpg,581256,"{}",21,13,"{""name"":""rect"",""x"":10,""y"":400,""width"":113,""height"":83}","{}"
017.jpg,581256,"{}",21,14,"{""name"":""rect"",""x"":687,""y"":17,""width"":121,""height"":109}","{}"
017.jpg,581256,"{}",21,15,"{""name"":""rect"",""x"":619,""y"":133,""width"":58,""height"":45}","{}"
017.jpg,581256,"{}",21,16,"{""name"":""rect"",""x"":485,""y"":34,""width"":123,""height"":106}","{}"
017.jpg,581256,"{}",21,17,"{""name"":""rect"",""x"":342,""y"":42,""width"":106,""height"":93}","{}"
017.jpg,581256,"{}",21,18,"{""name"":""rect"",""x"":246,""y"":34,""width"":64,""height"":57}","{}"
017.jpg,581256,"{}",21,19,"{""name"":""rect"",""x"":154,""y"":41,""width"":65,""height"":52}","{}"
017.jpg,581256,"{}",21,20,"{""name"":""rect"",""x"":49,""y"":55,""width"":79,""height"":62}","{}"
018.jpg,144407,"{}",2,0,"{""name"":""rect"",""x"":103,""y"":98,""width"":226,""height"":37}","{}"
018.jpg,144407,"{}",2,1,"{""name"":""rect"",""x"":13,""y"":147,""width"":429,""height"":37}","{}"
019.jpg,167027,"{}",4,0,"{""name"":""rect"",""x"":342,""y"":52,""width"":104,""height"":103}","{}"
019.jpg,167027,"{}",4,1,"{""name"":""rect"",""x"":168,""y"":645,""width"":48,""height"":37}","{}"
019.jpg,167027,"{}",4,2,"{""name"":""rect"",""x"":275,""y"":575,""width"":44,""height"":19}","{}"
019.jpg,167027,"{}",4,3,"{""name"":""rect"",""x"":416,""y"":556,""width"":25,""height"":113}","{}"
020.jpg,259008,"{}",6,0,"{""name"":""rect"",""x"":95,""y"":209,""width"":96,""height"":68}","{}"
020.jpg,259008,"{}",6,1,"{""name"":""rect"",""x"":568,""y"":178,""width"":72,""height"":69}","{}"
020.jpg,259008,"{}",6,2,"{""name"":""rect"",""x"":370,""y"":538,""width"":83,""height"":52}","{}"
020.jpg,259008,"{}",6,3,"{""name"":""rect"",""x"":493,""y"":515,""width"":19,""height"":96}","{}"
020.jpg,259008,"{}",6,4,"{""name"":""rect"",""x"":62,""y"":875,""width"":105,""height"":119}","{}"
020.jpg,259008,"{}",6,5,"{""name"":""rect"",""x"":594,""y"":926,""width"":57,""height"":41}","{}"
021.jpg,476013,"{}",12,0,"{""name"":""rect"",""x"":704,""y"":154,""width"":19,""height"":44}","{}"
021.jpg,476013,"{}",12,1,"{""name"":""rect"",""x"":466,""y"":61,""width"":115,""height"":54}","{}"
021.jpg,476013,"{}",12,2,"{""name"":""rect"",""x"":573,""y"":187,""width"":21,""height"":24}","{}"
021.jpg,476013,"{}",12,3,"{""name"":""rect"",""x"":458,""y"":188,""width"":36,""height"":32}","{}"
021.jpg,476013,"{}",12,4,"{""name"":""rect"",""x"":332,""y"":199,""width"":25,""height"":19}","{}"
021.jpg,476013,"{}",12,5,"{""name"":""rect"",""x"":162,""y"":190,""width"":66,""height"":38}","{}"
021.jpg,476013,"{}",12,6,"{""name"":""rect"",""x"":602,""y"":314,""width"":115,""height"":57}","{}"
021.jpg,476013,"{}",12,7,"{""name"":""rect"",""x"":147,""y"":330,""width"":118,""height"":34}","{}"
021.jpg,476013,"{}",12,8,"{""name"":""rect"",""x"":666,""y"":830,""width"":74,""height"":32}","{}"
021.jpg,476013,"{}",12,9,"{""name"":""rect"",""x"":42,""y"":813,""width"":106,""height"":72}","{}"
021.jpg,476013,"{}",12,10,"{""name"":""rect"",""x"":665,""y"":1053,""width"":89,""height"":54}","{}"
021.jpg,476013,"{}",12,11,"{""name"":""rect"",""x"":302,""y"":1069,""width"":129,""height"":45}","{}"
022.jpg,427518,"{}",8,0,"{""name"":""rect"",""x"":598,""y"":175,""width"":138,""height"":151}","{}"
022.jpg,427518,"{}",8,1,"{""name"":""rect"",""x"":72,""y"":200,""width"":106,""height"":160}","{}"
022.jpg,427518,"{}",8,2,"{""name"":""rect"",""x"":540,""y"":533,""width"":65,""height"":46}","{}"
022.jpg,427518,"{}",8,3,"{""name"":""rect"",""x"":651,""y"":508,""width"":40,""height"":76}","{}"
022.jpg,427518,"{}",8,4,"{""name"":""rect"",""x"":214,""y"":521,""width"":105,""height"":72}","{}"
022.jpg,427518,"{}",8,5,"{""name"":""rect"",""x"":649,""y"":869,""width"":72,""height"":80}","{}"
022.jpg,427518,"{}",8,6,"{""name"":""rect"",""x"":228,""y"":848,""width"":80,""height"":49}","{}"
022.jpg,427518,"{}",8,7,"{""name"":""rect"",""x"":61,""y"":845,""width"":94,""height"":97}","{}"
023.jpg,504775,"{}",11,0,"{""name"":""rect"",""x"":503,""y"":42,""width"":113,""height"":67}","{}"
023.jpg,504775,"{}",11,1,"{""name"":""rect"",""x"":246,""y"":38,""width"":97,""height"":84}","{}"
023.jpg,504775,"{}",11,2,"{""name"":""rect"",""x"":55,""y"":351,""width"":69,""height"":43}","{}"
023.jpg,504775,"{}",11,3,"{""name"":""rect"",""x"":573,""y"":602,""width"":64,""height"":39}","{}"
023.jpg,504775,"{}",11,4,"{""name"":""rect"",""x"":470,""y"":581,""width"":70,""height"":47}","{}"
023.jpg,504775,"{}",11,5,"{""name"":""rect"",""x"":634,""y"":842,""width"":121,""height"":90}","{}"
023.jpg,504775,"{}",11,6,"{""name"":""rect"",""x"":629,""y"":988,""width"":131,""height"":93}","{}"
023.jpg,504775,"{}",11,7,"{""name"":""rect"",""x"":332,""y"":903,""width"":57,""height"":70}","{}"
023.jpg,504775,"{}",11,8,"{""name"":""rect"",""x"":272,""y"":1030,""width"":77,""height"":51}","{}"
023.jpg,504775,"{}",11,9,"{""name"":""rect"",""x"":72,""y"":816,""width"":158,""height"":57}","{}"
023.jpg,504775,"{}",11,10,"{""name"":""rect"",""x"":57,""y"":670,""width"":41,""height"":47}","{}"
024.jpg,192408,"{}",11,0,"{""name"":""rect"",""x"":413,""y"":22,""width"":43,""height"":43}","{}"
024.jpg,192408,"{}",11,1,"{""name"":""rect"",""x"":271,""y"":15,""width"":59,""height"":103}","{}"
024.jpg,192408,"{}",11,2,"{""name"":""rect"",""x"":273,""y"":138,""width"":60,""height"":85}","{}"
024.jpg,192408,"{}",11,3,"{""name"":""rect"",""x"":345,""y"":11,""width"":53,""height"":87}","{}"
024.jpg,192408,"{}",11,4,"{""name"":""rect"",""x"":53,""y"":188,""width"":23,""height"":19}","{}"
024.jpg,192408,"{}",11,5,"{""name"":""rect"",""x"":217,""y"":30,""width"":27,""height"":95}","{}"
024.jpg,192408,"{}",11,6,"{""name"":""rect"",""x"":20,""y"":290,""width"":50,""height"":180}","{}"
024.jpg,192408,"{}",11,7,"{""name"":""rect"",""x"":420,""y"":289,""width"":33,""height"":179}","{}"
024.jpg,192408,"{}",11,8,"{""name"":""rect"",""x"":33,""y"":545,""width"":76,""height"":57}","{}"
024.jpg,192408,"{}",11,9,"{""name"":""rect"",""x"":35,""y"":627,""width"":60,""height"":45}","{}"
024.jpg,192408,"{}",11,10,"{""name"":""rect"",""x"":407,""y"":590,""width"":52,""height"":68}","{}"
